"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/01/2015","01/01/2015","Forecast","ALB",31,18,23,15
"01/01/2015","01/01/2015","Forecast","ART",32,24,28,21
"01/01/2015","01/01/2015","Forecast","BGM",27,15,21,12
"01/01/2015","01/01/2015","Forecast","BUF",30,21,26,18
"01/01/2015","01/01/2015","Forecast","ELM",32,16,24,13
"01/01/2015","01/01/2015","Forecast","HPN",34,22,26,18
"01/01/2015","01/01/2015","Forecast","ISP",38,23,29,19
"01/01/2015","01/01/2015","Forecast","JFK",39,27,31,22
"01/01/2015","01/01/2015","Forecast","LGA",37,26,29,21
"01/01/2015","01/01/2015","Forecast","MSS",27,17,24,15
"01/01/2015","01/01/2015","Forecast","MSV",30,17,23,14
"01/01/2015","01/01/2015","Forecast","PLB",27,17,23,14
"01/01/2015","01/01/2015","Forecast","POU",34,19,25,15
"01/01/2015","01/01/2015","Forecast","ROC",30,19,26,17
"01/01/2015","01/01/2015","Forecast","SWF",32,20,24,16
"01/01/2015","01/01/2015","Forecast","SYR",29,20,25,18
"01/01/2015","01/01/2015","Forecast","UCA",27,17,22,15
"01/01/2015","01/02/2015","Forecast","ALB",35,23,28,19
"01/01/2015","01/02/2015","Forecast","ART",31,21,28,18
"01/01/2015","01/02/2015","Forecast","BGM",31,22,26,19
"01/01/2015","01/02/2015","Forecast","BUF",31,24,27,22
"01/01/2015","01/02/2015","Forecast","ELM",36,24,30,22
"01/01/2015","01/02/2015","Forecast","HPN",39,27,31,23
"01/01/2015","01/02/2015","Forecast","ISP",41,29,33,26
"01/01/2015","01/02/2015","Forecast","JFK",42,31,34,27
"01/01/2015","01/02/2015","Forecast","LGA",41,32,32,27
"01/01/2015","01/02/2015","Forecast","MSS",25,13,23,11
"01/01/2015","01/02/2015","Forecast","MSV",34,22,27,19
"01/01/2015","01/02/2015","Forecast","PLB",26,15,23,12
"01/01/2015","01/02/2015","Forecast","POU",39,23,31,20
"01/01/2015","01/02/2015","Forecast","ROC",34,25,28,22
"01/01/2015","01/02/2015","Forecast","SWF",37,24,30,22
"01/01/2015","01/02/2015","Forecast","SYR",29,25,26,23
"01/01/2015","01/02/2015","Forecast","UCA",29,23,25,21
"01/01/2015","12/29/2014","Actual","ALB",37,25,32,21
"01/01/2015","12/29/2014","Actual","ART",34,21,30,19
"01/01/2015","12/29/2014","Actual","BGM",29,22,27,20
"01/01/2015","12/29/2014","Actual","BUF",30,25,27,21
"01/01/2015","12/29/2014","Actual","ELM",34,23,30,22
"01/01/2015","12/29/2014","Actual","HPN",41,29,35,26
"01/01/2015","12/29/2014","Actual","ISP",44,35,38,30
"01/01/2015","12/29/2014","Actual","JFK",46,36,37,30
"01/01/2015","12/29/2014","Actual","LGA",43,36,36,30
"01/01/2015","12/29/2014","Actual","MSS",33,17,29,14
"01/01/2015","12/29/2014","Actual","MSV",32,21,28,19
"01/01/2015","12/29/2014","Actual","PLB",32,16,28,14
"01/01/2015","12/29/2014","Actual","POU",41,28,34,26
"01/01/2015","12/29/2014","Actual","ROC",32,26,28,23
"01/01/2015","12/29/2014","Actual","SWF",39,28,33,26
"01/01/2015","12/29/2014","Actual","SYR",34,25,31,22
"01/01/2015","12/29/2014","Actual","UCA",32,21,30,18
"01/01/2015","12/30/2014","Actual","ALB",27,14,21,12
"01/01/2015","12/30/2014","Actual","ART",22,11,19,9
"01/01/2015","12/30/2014","Actual","BGM",21,17,21,15
"01/01/2015","12/30/2014","Actual","BUF",27,20,22,16
"01/01/2015","12/30/2014","Actual","ELM",26,21,23,19
"01/01/2015","12/30/2014","Actual","HPN",30,21,26,18
"01/01/2015","12/30/2014","Actual","ISP",34,25,30,21
"01/01/2015","12/30/2014","Actual","JFK",36,29,30,23
"01/01/2015","12/30/2014","Actual","LGA",35,28,30,23
"01/01/2015","12/30/2014","Actual","MSS",15,7,12,5
"01/01/2015","12/30/2014","Actual","MSV",25,18,21,15
"01/01/2015","12/30/2014","Actual","PLB",19,8,14,6
"01/01/2015","12/30/2014","Actual","POU",31,20,25,17
"01/01/2015","12/30/2014","Actual","ROC",26,21,25,18
"01/01/2015","12/30/2014","Actual","SWF",30,21,25,18
"01/01/2015","12/30/2014","Actual","SYR",23,15,22,14
"01/01/2015","12/30/2014","Actual","UCA",24,17,20,14
"01/01/2015","12/31/2014","Actual","ALB",26,15,21,13
"01/01/2015","12/31/2014","Actual","ART",25,8,22,7
"01/01/2015","12/31/2014","Actual","BGM",20,13,16,11
"01/01/2015","12/31/2014","Actual","BUF",22,16,21,13
"01/01/2015","12/31/2014","Actual","ELM",25,11,20,10
"01/01/2015","12/31/2014","Actual","HPN",30,21,24,18
"01/01/2015","12/31/2014","Actual","ISP",32,23,25,20
"01/01/2015","12/31/2014","Actual","JFK",34,28,26,23
"01/01/2015","12/31/2014","Actual","LGA",31,27,25,22
"01/01/2015","12/31/2014","Actual","MSS",21,10,18,9
"01/01/2015","12/31/2014","Actual","MSV",23,14,19,12
"01/01/2015","12/31/2014","Actual","PLB",22,10,17,8
"01/01/2015","12/31/2014","Actual","POU",31,18,24,16
"01/01/2015","12/31/2014","Actual","ROC",23,16,20,14
"01/01/2015","12/31/2014","Actual","SWF",27,19,23,17
"01/01/2015","12/31/2014","Actual","SYR",24,19,19,16
"01/01/2015","12/31/2014","Actual","UCA",22,17,19,14
"01/02/2015","01/01/2015","Actual","ALB",32,19,25,16
"01/02/2015","01/01/2015","Actual","ART",32,23,28,20
"01/02/2015","01/01/2015","Actual","BGM",30,16,24,13
"01/02/2015","01/01/2015","Actual","BUF",32,20,28,16
"01/02/2015","01/01/2015","Actual","ELM",36,21,28,17
"01/02/2015","01/01/2015","Actual","HPN",36,22,28,17
"01/02/2015","01/01/2015","Actual","ISP",39,23,32,20
"01/02/2015","01/01/2015","Actual","JFK",40,28,31,22
"01/02/2015","01/01/2015","Actual","LGA",38,28,31,22
"01/02/2015","01/01/2015","Actual","MSS",28,19,24,16
"01/02/2015","01/01/2015","Actual","MSV",30,16,25,13
"01/02/2015","01/01/2015","Actual","PLB",27,17,23,15
"01/02/2015","01/01/2015","Actual","POU",37,17,29,15
"01/02/2015","01/01/2015","Actual","ROC",32,15,28,14
"01/02/2015","01/01/2015","Actual","SWF",34,19,28,17
"01/02/2015","01/01/2015","Actual","SYR",32,20,28,18
"01/02/2015","01/01/2015","Actual","UCA",27,18,23,16
"01/02/2015","01/02/2015","Forecast","ALB",32,24,27,21
"01/02/2015","01/02/2015","Forecast","ART",31,18,27,15
"01/02/2015","01/02/2015","Forecast","BGM",29,22,25,20
"01/02/2015","01/02/2015","Forecast","BUF",31,24,26,21
"01/02/2015","01/02/2015","Forecast","ELM",34,23,29,21
"01/02/2015","01/02/2015","Forecast","HPN",38,29,31,25
"01/02/2015","01/02/2015","Forecast","ISP",40,31,33,27
"01/02/2015","01/02/2015","Forecast","JFK",43,33,34,28
"01/02/2015","01/02/2015","Forecast","LGA",42,33,33,28
"01/02/2015","01/02/2015","Forecast","MSS",26,12,22,10
"01/02/2015","01/02/2015","Forecast","MSV",32,23,26,20
"01/02/2015","01/02/2015","Forecast","PLB",28,12,25,9
"01/02/2015","01/02/2015","Forecast","POU",38,26,31,23
"01/02/2015","01/02/2015","Forecast","ROC",30,23,26,21
"01/02/2015","01/02/2015","Forecast","SWF",36,26,30,23
"01/02/2015","01/02/2015","Forecast","SYR",30,24,27,22
"01/02/2015","01/02/2015","Forecast","UCA",28,21,26,19
"01/02/2015","01/03/2015","Forecast","ALB",33,19,30,17
"01/02/2015","01/03/2015","Forecast","ART",37,14,35,12
"01/02/2015","01/03/2015","Forecast","BGM",36,20,35,18
"01/02/2015","01/03/2015","Forecast","BUF",41,22,39,20
"01/02/2015","01/03/2015","Forecast","ELM",39,23,37,21
"01/02/2015","01/03/2015","Forecast","HPN",41,26,40,23
"01/02/2015","01/03/2015","Forecast","ISP",44,28,44,25
"01/02/2015","01/03/2015","Forecast","JFK",46,30,45,26
"01/02/2015","01/03/2015","Forecast","LGA",45,31,43,27
"01/02/2015","01/03/2015","Forecast","MSS",26,5,24,4
"01/02/2015","01/03/2015","Forecast","MSV",34,20,33,18
"01/02/2015","01/03/2015","Forecast","PLB",26,5,23,4
"01/02/2015","01/03/2015","Forecast","POU",37,22,36,20
"01/02/2015","01/03/2015","Forecast","ROC",40,22,38,20
"01/02/2015","01/03/2015","Forecast","SWF",36,23,35,21
"01/02/2015","01/03/2015","Forecast","SYR",38,20,35,18
"01/02/2015","01/03/2015","Forecast","UCA",34,18,32,16
"01/02/2015","12/30/2014","Actual","ALB",27,14,21,12
"01/02/2015","12/30/2014","Actual","ART",22,11,19,9
"01/02/2015","12/30/2014","Actual","BGM",21,17,21,15
"01/02/2015","12/30/2014","Actual","BUF",27,20,22,16
"01/02/2015","12/30/2014","Actual","ELM",26,21,23,19
"01/02/2015","12/30/2014","Actual","HPN",30,21,26,18
"01/02/2015","12/30/2014","Actual","ISP",34,25,30,21
"01/02/2015","12/30/2014","Actual","JFK",36,29,30,23
"01/02/2015","12/30/2014","Actual","LGA",35,28,30,23
"01/02/2015","12/30/2014","Actual","MSS",15,7,12,5
"01/02/2015","12/30/2014","Actual","MSV",25,18,21,15
"01/02/2015","12/30/2014","Actual","PLB",19,8,14,6
"01/02/2015","12/30/2014","Actual","POU",31,20,25,17
"01/02/2015","12/30/2014","Actual","ROC",26,21,25,18
"01/02/2015","12/30/2014","Actual","SWF",30,21,25,18
"01/02/2015","12/30/2014","Actual","SYR",23,15,22,14
"01/02/2015","12/30/2014","Actual","UCA",24,17,20,14
"01/02/2015","12/31/2014","Actual","ALB",26,15,21,13
"01/02/2015","12/31/2014","Actual","ART",25,8,22,7
"01/02/2015","12/31/2014","Actual","BGM",20,13,16,11
"01/02/2015","12/31/2014","Actual","BUF",22,16,21,13
"01/02/2015","12/31/2014","Actual","ELM",25,11,20,10
"01/02/2015","12/31/2014","Actual","HPN",30,21,24,18
"01/02/2015","12/31/2014","Actual","ISP",32,23,25,20
"01/02/2015","12/31/2014","Actual","JFK",34,28,26,23
"01/02/2015","12/31/2014","Actual","LGA",31,27,25,22
"01/02/2015","12/31/2014","Actual","MSS",21,10,18,9
"01/02/2015","12/31/2014","Actual","MSV",23,14,19,12
"01/02/2015","12/31/2014","Actual","PLB",22,10,17,8
"01/02/2015","12/31/2014","Actual","POU",31,18,24,16
"01/02/2015","12/31/2014","Actual","ROC",23,16,20,14
"01/02/2015","12/31/2014","Actual","SWF",27,19,23,17
"01/02/2015","12/31/2014","Actual","SYR",24,19,19,16
"01/02/2015","12/31/2014","Actual","UCA",22,17,19,14
"01/03/2015","01/01/2015","Actual","ALB",32,19,25,16
"01/03/2015","01/01/2015","Actual","ART",32,23,28,20
"01/03/2015","01/01/2015","Actual","BGM",30,16,24,13
"01/03/2015","01/01/2015","Actual","BUF",32,20,28,16
"01/03/2015","01/01/2015","Actual","ELM",36,21,28,17
"01/03/2015","01/01/2015","Actual","HPN",36,22,28,17
"01/03/2015","01/01/2015","Actual","ISP",39,23,32,20
"01/03/2015","01/01/2015","Actual","JFK",40,28,31,22
"01/03/2015","01/01/2015","Actual","LGA",38,28,31,22
"01/03/2015","01/01/2015","Actual","MSS",28,19,24,16
"01/03/2015","01/01/2015","Actual","MSV",30,16,25,13
"01/03/2015","01/01/2015","Actual","PLB",27,17,23,15
"01/03/2015","01/01/2015","Actual","POU",37,17,29,15
"01/03/2015","01/01/2015","Actual","ROC",32,15,28,14
"01/03/2015","01/01/2015","Actual","SWF",34,19,28,17
"01/03/2015","01/01/2015","Actual","SYR",32,20,28,18
"01/03/2015","01/01/2015","Actual","UCA",27,18,23,16
"01/03/2015","01/02/2015","Actual","ALB",35,26,30,22
"01/03/2015","01/02/2015","Actual","ART",34,16,29,14
"01/03/2015","01/02/2015","Actual","BGM",29,25,25,22
"01/03/2015","01/02/2015","Actual","BUF",32,23,27,21
"01/03/2015","01/02/2015","Actual","ELM",34,30,31,26
"01/03/2015","01/02/2015","Actual","HPN",40,31,32,26
"01/03/2015","01/02/2015","Actual","ISP",44,32,34,28
"01/03/2015","01/02/2015","Actual","JFK",44,35,34,30
"01/03/2015","01/02/2015","Actual","LGA",42,36,33,30
"01/03/2015","01/02/2015","Actual","MSS",29,11,25,8
"01/03/2015","01/02/2015","Actual","MSV",32,24,29,22
"01/03/2015","01/02/2015","Actual","PLB",28,12,24,9
"01/03/2015","01/02/2015","Actual","POU",42,28,34,24
"01/03/2015","01/02/2015","Actual","ROC",32,22,28,20
"01/03/2015","01/02/2015","Actual","SWF",37,27,32,25
"01/03/2015","01/02/2015","Actual","SYR",31,18,29,18
"01/03/2015","01/02/2015","Actual","UCA",28,22,26,20
"01/03/2015","01/03/2015","Forecast","ALB",35,21,33,18
"01/03/2015","01/03/2015","Forecast","ART",39,12,36,10
"01/03/2015","01/03/2015","Forecast","BGM",38,22,37,20
"01/03/2015","01/03/2015","Forecast","BUF",43,23,41,21
"01/03/2015","01/03/2015","Forecast","ELM",41,21,39,20
"01/03/2015","01/03/2015","Forecast","HPN",43,28,43,25
"01/03/2015","01/03/2015","Forecast","ISP",47,29,47,26
"01/03/2015","01/03/2015","Forecast","JFK",48,33,47,28
"01/03/2015","01/03/2015","Forecast","LGA",47,32,45,28
"01/03/2015","01/03/2015","Forecast","MSS",27,-1,26,-1
"01/03/2015","01/03/2015","Forecast","MSV",35,19,34,18
"01/03/2015","01/03/2015","Forecast","PLB",28,6,26,4
"01/03/2015","01/03/2015","Forecast","POU",39,22,38,20
"01/03/2015","01/03/2015","Forecast","ROC",43,23,40,21
"01/03/2015","01/03/2015","Forecast","SWF",38,23,37,22
"01/03/2015","01/03/2015","Forecast","SYR",40,17,37,16
"01/03/2015","01/03/2015","Forecast","UCA",35,16,34,15
"01/03/2015","01/04/2015","Forecast","ALB",51,36,48,33
"01/03/2015","01/04/2015","Forecast","ART",49,34,47,31
"01/03/2015","01/04/2015","Forecast","BGM",48,34,46,31
"01/03/2015","01/04/2015","Forecast","BUF",51,29,49,27
"01/03/2015","01/04/2015","Forecast","ELM",51,35,48,32
"01/03/2015","01/04/2015","Forecast","HPN",59,43,55,41
"01/03/2015","01/04/2015","Forecast","ISP",58,48,55,45
"01/03/2015","01/04/2015","Forecast","JFK",58,46,56,43
"01/03/2015","01/04/2015","Forecast","LGA",61,46,57,44
"01/03/2015","01/04/2015","Forecast","MSS",48,27,45,26
"01/03/2015","01/04/2015","Forecast","MSV",54,36,49,34
"01/03/2015","01/04/2015","Forecast","PLB",47,27,44,25
"01/03/2015","01/04/2015","Forecast","POU",57,38,54,36
"01/03/2015","01/04/2015","Forecast","ROC",52,32,49,29
"01/03/2015","01/04/2015","Forecast","SWF",56,38,53,37
"01/03/2015","01/04/2015","Forecast","SYR",50,34,48,32
"01/03/2015","01/04/2015","Forecast","UCA",50,33,47,31
"01/03/2015","12/31/2014","Actual","ALB",26,15,21,13
"01/03/2015","12/31/2014","Actual","ART",25,8,22,7
"01/03/2015","12/31/2014","Actual","BGM",20,13,16,11
"01/03/2015","12/31/2014","Actual","BUF",22,16,21,13
"01/03/2015","12/31/2014","Actual","ELM",25,11,20,10
"01/03/2015","12/31/2014","Actual","HPN",30,21,24,18
"01/03/2015","12/31/2014","Actual","ISP",32,23,25,20
"01/03/2015","12/31/2014","Actual","JFK",34,28,26,23
"01/03/2015","12/31/2014","Actual","LGA",31,27,25,22
"01/03/2015","12/31/2014","Actual","MSS",21,10,18,9
"01/03/2015","12/31/2014","Actual","MSV",23,14,19,12
"01/03/2015","12/31/2014","Actual","PLB",22,10,17,8
"01/03/2015","12/31/2014","Actual","POU",31,18,24,16
"01/03/2015","12/31/2014","Actual","ROC",23,16,20,14
"01/03/2015","12/31/2014","Actual","SWF",27,19,23,17
"01/03/2015","12/31/2014","Actual","SYR",24,19,19,16
"01/03/2015","12/31/2014","Actual","UCA",22,17,19,14
"01/04/2015","01/01/2015","Actual","ALB",32,19,25,16
"01/04/2015","01/01/2015","Actual","ART",32,23,28,20
"01/04/2015","01/01/2015","Actual","BGM",30,16,24,13
"01/04/2015","01/01/2015","Actual","BUF",32,20,28,16
"01/04/2015","01/01/2015","Actual","ELM",36,21,28,17
"01/04/2015","01/01/2015","Actual","HPN",36,22,28,17
"01/04/2015","01/01/2015","Actual","ISP",39,23,32,20
"01/04/2015","01/01/2015","Actual","JFK",40,28,31,22
"01/04/2015","01/01/2015","Actual","LGA",38,28,31,22
"01/04/2015","01/01/2015","Actual","MSS",28,19,24,16
"01/04/2015","01/01/2015","Actual","MSV",30,16,25,13
"01/04/2015","01/01/2015","Actual","PLB",27,17,23,15
"01/04/2015","01/01/2015","Actual","POU",37,17,29,15
"01/04/2015","01/01/2015","Actual","ROC",32,15,28,14
"01/04/2015","01/01/2015","Actual","SWF",34,19,28,17
"01/04/2015","01/01/2015","Actual","SYR",32,20,28,18
"01/04/2015","01/01/2015","Actual","UCA",27,18,23,16
"01/04/2015","01/02/2015","Actual","ALB",35,26,30,22
"01/04/2015","01/02/2015","Actual","ART",34,16,29,14
"01/04/2015","01/02/2015","Actual","BGM",29,25,25,22
"01/04/2015","01/02/2015","Actual","BUF",32,23,27,21
"01/04/2015","01/02/2015","Actual","ELM",34,30,31,26
"01/04/2015","01/02/2015","Actual","HPN",40,31,32,26
"01/04/2015","01/02/2015","Actual","ISP",44,32,34,28
"01/04/2015","01/02/2015","Actual","JFK",44,35,34,30
"01/04/2015","01/02/2015","Actual","LGA",42,36,33,30
"01/04/2015","01/02/2015","Actual","MSS",29,11,25,8
"01/04/2015","01/02/2015","Actual","MSV",32,24,29,22
"01/04/2015","01/02/2015","Actual","PLB",28,12,24,9
"01/04/2015","01/02/2015","Actual","POU",42,28,34,24
"01/04/2015","01/02/2015","Actual","ROC",32,22,28,20
"01/04/2015","01/02/2015","Actual","SWF",37,27,32,25
"01/04/2015","01/02/2015","Actual","SYR",31,18,29,18
"01/04/2015","01/02/2015","Actual","UCA",28,22,26,20
"01/04/2015","01/03/2015","Actual","ALB",33,20,31,17
"01/04/2015","01/03/2015","Actual","ART",41,9,38,7
"01/04/2015","01/03/2015","Actual","BGM",35,19,35,18
"01/04/2015","01/03/2015","Actual","BUF",43,22,42,20
"01/04/2015","01/03/2015","Actual","ELM",39,20,38,19
"01/04/2015","01/03/2015","Actual","HPN",38,25,38,23
"01/04/2015","01/03/2015","Actual","ISP",48,25,47,23
"01/04/2015","01/03/2015","Actual","JFK",46,30,45,27
"01/04/2015","01/03/2015","Actual","LGA",40,32,40,28
"01/04/2015","01/03/2015","Actual","MSS",18,-1,17,-2
"01/04/2015","01/03/2015","Actual","MSV",32,19,32,18
"01/04/2015","01/03/2015","Actual","PLB",25,5,24,4
"01/04/2015","01/03/2015","Actual","POU",35,24,34,22
"01/04/2015","01/03/2015","Actual","ROC",42,20,40,19
"01/04/2015","01/03/2015","Actual","SWF",36,23,35,22
"01/04/2015","01/03/2015","Actual","SYR",39,16,38,16
"01/04/2015","01/03/2015","Actual","UCA",35,17,35,16
"01/04/2015","01/04/2015","Forecast","ALB",50,31,46,30
"01/04/2015","01/04/2015","Forecast","ART",49,34,46,31
"01/04/2015","01/04/2015","Forecast","BGM",48,35,45,32
"01/04/2015","01/04/2015","Forecast","BUF",52,30,50,27
"01/04/2015","01/04/2015","Forecast","ELM",51,36,48,32
"01/04/2015","01/04/2015","Forecast","HPN",57,39,53,39
"01/04/2015","01/04/2015","Forecast","ISP",57,47,54,45
"01/04/2015","01/04/2015","Forecast","JFK",57,45,54,43
"01/04/2015","01/04/2015","Forecast","LGA",60,42,55,41
"01/04/2015","01/04/2015","Forecast","MSS",45,27,42,26
"01/04/2015","01/04/2015","Forecast","MSV",52,32,48,32
"01/04/2015","01/04/2015","Forecast","PLB",45,33,43,32
"01/04/2015","01/04/2015","Forecast","POU",55,34,51,34
"01/04/2015","01/04/2015","Forecast","ROC",51,33,48,30
"01/04/2015","01/04/2015","Forecast","SWF",55,34,52,34
"01/04/2015","01/04/2015","Forecast","SYR",50,35,47,33
"01/04/2015","01/04/2015","Forecast","UCA",48,34,45,32
"01/04/2015","01/05/2015","Forecast","ALB",39,16,36,13
"01/04/2015","01/05/2015","Forecast","ART",33,11,30,8
"01/04/2015","01/05/2015","Forecast","BGM",34,11,31,9
"01/04/2015","01/05/2015","Forecast","BUF",28,12,25,9
"01/04/2015","01/05/2015","Forecast","ELM",36,16,31,13
"01/04/2015","01/05/2015","Forecast","HPN",46,22,41,18
"01/04/2015","01/05/2015","Forecast","ISP",47,24,44,19
"01/04/2015","01/05/2015","Forecast","JFK",47,26,43,20
"01/04/2015","01/05/2015","Forecast","LGA",48,26,42,21
"01/04/2015","01/05/2015","Forecast","MSS",28,0,26,-1
"01/04/2015","01/05/2015","Forecast","MSV",38,14,34,11
"01/04/2015","01/05/2015","Forecast","PLB",35,4,31,2
"01/04/2015","01/05/2015","Forecast","POU",44,20,39,16
"01/04/2015","01/05/2015","Forecast","ROC",32,13,28,10
"01/04/2015","01/05/2015","Forecast","SWF",42,19,38,15
"01/04/2015","01/05/2015","Forecast","SYR",35,14,32,11
"01/04/2015","01/05/2015","Forecast","UCA",33,12,31,10
"01/05/2015","01/02/2015","Actual","ALB",35,26,30,22
"01/05/2015","01/02/2015","Actual","ART",34,16,29,14
"01/05/2015","01/02/2015","Actual","BGM",29,25,25,22
"01/05/2015","01/02/2015","Actual","BUF",32,23,27,21
"01/05/2015","01/02/2015","Actual","ELM",34,30,31,26
"01/05/2015","01/02/2015","Actual","HPN",40,31,32,26
"01/05/2015","01/02/2015","Actual","ISP",44,32,34,28
"01/05/2015","01/02/2015","Actual","JFK",44,35,34,30
"01/05/2015","01/02/2015","Actual","LGA",42,36,33,30
"01/05/2015","01/02/2015","Actual","MSS",29,11,25,8
"01/05/2015","01/02/2015","Actual","MSV",32,24,29,22
"01/05/2015","01/02/2015","Actual","PLB",28,12,24,9
"01/05/2015","01/02/2015","Actual","POU",42,28,34,24
"01/05/2015","01/02/2015","Actual","ROC",32,22,28,20
"01/05/2015","01/02/2015","Actual","SWF",37,27,32,25
"01/05/2015","01/02/2015","Actual","SYR",31,18,29,18
"01/05/2015","01/02/2015","Actual","UCA",28,22,26,20
"01/05/2015","01/03/2015","Actual","ALB",33,20,31,17
"01/05/2015","01/03/2015","Actual","ART",41,9,38,7
"01/05/2015","01/03/2015","Actual","BGM",35,19,35,18
"01/05/2015","01/03/2015","Actual","BUF",43,22,42,20
"01/05/2015","01/03/2015","Actual","ELM",39,20,38,19
"01/05/2015","01/03/2015","Actual","HPN",38,25,38,23
"01/05/2015","01/03/2015","Actual","ISP",48,25,47,23
"01/05/2015","01/03/2015","Actual","JFK",46,30,45,27
"01/05/2015","01/03/2015","Actual","LGA",40,32,40,28
"01/05/2015","01/03/2015","Actual","MSS",18,-1,17,-2
"01/05/2015","01/03/2015","Actual","MSV",32,19,32,18
"01/05/2015","01/03/2015","Actual","PLB",25,5,24,4
"01/05/2015","01/03/2015","Actual","POU",35,24,34,22
"01/05/2015","01/03/2015","Actual","ROC",42,20,40,19
"01/05/2015","01/03/2015","Actual","SWF",36,23,35,22
"01/05/2015","01/03/2015","Actual","SYR",39,16,38,16
"01/05/2015","01/03/2015","Actual","UCA",35,17,35,16
"01/05/2015","01/04/2015","Actual","ALB",44,33,42,32
"01/05/2015","01/04/2015","Actual","ART",53,32,48,29
"01/05/2015","01/04/2015","Actual","BGM",50,35,48,32
"01/05/2015","01/04/2015","Actual","BUF",53,30,51,28
"01/05/2015","01/04/2015","Actual","ELM",57,38,53,33
"01/05/2015","01/04/2015","Actual","HPN",53,39,51,38
"01/05/2015","01/04/2015","Actual","ISP",53,45,51,43
"01/05/2015","01/04/2015","Actual","JFK",54,43,52,42
"01/05/2015","01/04/2015","Actual","LGA",56,41,54,40
"01/05/2015","01/04/2015","Actual","MSS",42,19,40,19
"01/05/2015","01/04/2015","Actual","MSV",43,32,43,31
"01/05/2015","01/04/2015","Actual","PLB",44,27,41,26
"01/05/2015","01/04/2015","Actual","POU",50,34,47,33
"01/05/2015","01/04/2015","Actual","ROC",56,34,53,31
"01/05/2015","01/04/2015","Actual","SWF",48,32,46,32
"01/05/2015","01/04/2015","Actual","SYR",54,33,51,33
"01/05/2015","01/04/2015","Actual","UCA",48,36,45,34
"01/05/2015","01/05/2015","Forecast","ALB",34,15,29,12
"01/05/2015","01/05/2015","Forecast","ART",25,11,21,8
"01/05/2015","01/05/2015","Forecast","BGM",26,10,22,8
"01/05/2015","01/05/2015","Forecast","BUF",20,11,17,8
"01/05/2015","01/05/2015","Forecast","ELM",28,16,24,12
"01/05/2015","01/05/2015","Forecast","HPN",40,21,34,16
"01/05/2015","01/05/2015","Forecast","ISP",42,23,35,18
"01/05/2015","01/05/2015","Forecast","JFK",43,25,35,19
"01/05/2015","01/05/2015","Forecast","LGA",43,24,36,18
"01/05/2015","01/05/2015","Forecast","MSS",18,0,16,-1
"01/05/2015","01/05/2015","Forecast","MSV",34,13,29,10
"01/05/2015","01/05/2015","Forecast","PLB",25,4,22,2
"01/05/2015","01/05/2015","Forecast","POU",40,19,33,15
"01/05/2015","01/05/2015","Forecast","ROC",22,13,20,10
"01/05/2015","01/05/2015","Forecast","SWF",38,18,33,14
"01/05/2015","01/05/2015","Forecast","SYR",25,13,22,10
"01/05/2015","01/05/2015","Forecast","UCA",26,11,23,9
"01/05/2015","01/06/2015","Forecast","ALB",22,13,18,10
"01/05/2015","01/06/2015","Forecast","ART",24,8,20,6
"01/05/2015","01/06/2015","Forecast","BGM",20,9,16,7
"01/05/2015","01/06/2015","Forecast","BUF",22,11,18,8
"01/05/2015","01/06/2015","Forecast","ELM",25,15,20,12
"01/05/2015","01/06/2015","Forecast","HPN",25,18,20,14
"01/05/2015","01/06/2015","Forecast","ISP",28,19,23,15
"01/05/2015","01/06/2015","Forecast","JFK",28,21,25,17
"01/05/2015","01/06/2015","Forecast","LGA",29,21,24,17
"01/05/2015","01/06/2015","Forecast","MSS",16,-1,14,-1
"01/05/2015","01/06/2015","Forecast","MSV",22,11,18,9
"01/05/2015","01/06/2015","Forecast","PLB",17,-1,15,-2
"01/05/2015","01/06/2015","Forecast","POU",25,16,20,13
"01/05/2015","01/06/2015","Forecast","ROC",23,12,19,9
"01/05/2015","01/06/2015","Forecast","SWF",24,15,20,12
"01/05/2015","01/06/2015","Forecast","SYR",23,12,18,9
"01/05/2015","01/06/2015","Forecast","UCA",19,10,16,8
"01/06/2015","01/03/2015","Actual","ALB",33,20,31,17
"01/06/2015","01/03/2015","Actual","ART",41,9,38,7
"01/06/2015","01/03/2015","Actual","BGM",35,19,35,18
"01/06/2015","01/03/2015","Actual","BUF",43,22,42,20
"01/06/2015","01/03/2015","Actual","ELM",39,20,38,19
"01/06/2015","01/03/2015","Actual","HPN",38,25,38,23
"01/06/2015","01/03/2015","Actual","ISP",48,25,47,23
"01/06/2015","01/03/2015","Actual","JFK",46,30,45,27
"01/06/2015","01/03/2015","Actual","LGA",40,32,40,28
"01/06/2015","01/03/2015","Actual","MSS",18,-1,17,-2
"01/06/2015","01/03/2015","Actual","MSV",32,19,32,18
"01/06/2015","01/03/2015","Actual","PLB",25,5,24,4
"01/06/2015","01/03/2015","Actual","POU",35,24,34,22
"01/06/2015","01/03/2015","Actual","ROC",42,20,40,19
"01/06/2015","01/03/2015","Actual","SWF",36,23,35,22
"01/06/2015","01/03/2015","Actual","SYR",39,16,38,16
"01/06/2015","01/03/2015","Actual","UCA",35,17,35,16
"01/06/2015","01/04/2015","Actual","ALB",44,33,42,32
"01/06/2015","01/04/2015","Actual","ART",53,32,48,29
"01/06/2015","01/04/2015","Actual","BGM",50,35,48,32
